"","merged_dataP[, 1]"
"PIK3R1",7.74069159628955
"REN",5.85001967844771
"ARID4B /// RBM34",7.8431282594309
"ATP12A",3.99322518884257
"DPYSL3",4.63629517318132
"FGF12",3.59655329219221
"SLCO1B3",2.64009977069345
"KIAA1467",5.29891859934543
"PCK2",9.07670298293646
"MOSPD1",5.01371621513414
"MBNL3",4.30369805444345
"CDK2",3.41764883709441
"CHD1L",4.6033784459987
"ARMC4",3.62052411571712
"KSR1",3.80487708620618
"SOD3",6.28653438943996
"WNT7A",3.68496644083485
"HIST1H2AL",3.3403066987695
"LOC101928676 /// MAEA",8.11477235793184
"LRRC19",6.85576419260218
"EIF5A",7.2196003592566
"PSG9",2.66522369516775
"CAPN9",2.72236772130883
"IARS",8.71510938912095
"VEGFA",7.05116907018595
"FILIP1L",4.193100736778
"IFNW1",2.89526950315753
"EFCC1",3.52494168566209
"SQRDL",8.91279079861863
"IBSP",3.91420043876476
"WDR96",4.71852609428832
"SUGCT",5.93170875985141
"DOLK",6.64352778920856
"CAMK2A",3.34007146284563
"BC069004",3.72063194440278
"KRCC1",6.35628533620206
"MED12",4.97693750631313
"MYLK",5.45212170072801
"PON3",4.33524224256769
"COPS5",7.19805228010262
"OR52A1",2.7703893905239
"TSKU",6.46856227036849
"GLRA2",3.32960265986823
"TBX4",3.91436343807538
"GYPB",4.00386818327777
"LPHN1",4.63743640417495
"CRHR1",4.04685233141475
"ACVR2A",7.61671721412916
"DDX19A /// DDX19B",6.79243990220997
"BAAT",3.20057234125106
"CEP41",3.04888472687451
"CCT5",8.97031121121065
"CD96",3.91712512727489
"IGKC /// IGKV1-5 /// IGKV1-5 /// IGL@",3.32171469327467
"CA5B",3.5664424268801
"TRAF5",6.14058455303906
"NHP2L1",7.38743979545873
"SLC5A4",3.51327058900794
"GP1BB /// SEPT5 /// SEPT5-GP1BB",4.7434063372192
"UBR4",4.20860006716151
"ZNF324B",3.46999137749009
"NEO1",5.22748172896752
"BAIAP2L2",5.50888463658455
"ZCCHC2",4.17545414056264
"PDE10A",5.19086969937455
"CSTF2T",3.95916466376993
"BCAS2",7.41340042997006
"MX2",6.01182509168005
"ATF7IP2",5.74710104354306
"TCEB1P3 /// TCEB1P3",3.34873250833242
"IL22RA1",3.88820568840418
"AFTPH",9.04024511045256
"PARPBP",3.04663964646375
"GPN1",6.87917369426437
"MAP2K1",7.20851549383697
"BUB1B",3.43472883590138
"HOOK2",5.71859587341951
"TRIM9",2.35369412254906
"C1orf123",7.5276032248647
"RSF1",4.50702618304801
"CTH",5.09214014010216
"PKN1",5.23387144125488
"PRKAR1B",5.4347719960122
"CELP",3.61090409297059
"SERPINB5",3.01194105301579
"PNOC",3.43306292710001
"TOP2B",7.88886597263937
"GIT2",4.66010045384796
"ARHGAP17",6.68703063495826
"VWF",3.77440056708111
"DARS2",4.76709627953853
"NSUN6",6.66406672360986
"C8orf60",4.41797474024424
"FAM20B",6.64574903400013
"PLCH2",4.82615451094909
"TRIM32",4.24577190919336
"LOC101928620 /// POU2AF1",5.33371640959104
"FOXRED2",4.47441765131542
"ADAM29 /// LOC101928551",2.81464561628515
"FEV",3.38324784712257
"TRIM52",5.76298773632819
"PMFBP1",3.19353745682074
"SFRP1",7.72225477656348
"GAD1",4.34242069670888
"SEPT11",6.66862481402384
"KIZ",5.65743971244512
"HMGB3",5.06159848733163
"NSA2",8.8709256444861
"HSPA1A /// HSPA1B",8.87925728233421
"GCNT2",6.95301371710038
"HPS5",5.87426493752145
"FBP2",3.47414636126936
"CXXC4",4.12463909963467
"PRSS53",4.17818280956328
"SMOX",5.86115105319517
"DOCK9",3.36347239664732
"MKRN3",3.41263517290472
"WDR76",4.00856666140905
"ITIH1",3.46430242426838
"BACH2",3.54462204681711
"PAMR1",4.29552508007056
"GPR110",6.17385216397318
"LIF",4.42395996312447
"NOTCH2NL",10.0721526997909
"MAGEA6",2.60812713452414
"PEX13",6.9959234547383
"ARHGEF2",5.67854934513688
"SIPA1L3",3.87274745402809
"DENND1A",6.11943507933628
"CRTAM",4.23525320391215
"EMX2",8.001928365677
"POU1F1",2.524956379073
"SNHG17",5.50470839063466
"ANKRD49",6.20894522148266
"GLRX3",3.89903820200727
"CD72",3.14852766024299
"ZNF574",5.9061244845263
"ZNF571",4.00815833638455
"RAB11B",5.63188258287246
"C11orf1",6.00469413614269
"ACTN1",7.12000882995278
"FASTK",6.08090110513082
"ARHGEF10",6.06908327691864
"TOP2A",3.38092053837342
"HAO2",8.2861474997471
"CSN2",2.56437814036342
"C12orf43",5.87314628324096
"BMP5",3.57936568127896
"UCHL3",7.58287480117237
"LINC00342",6.10628491520399
"MIR6883 /// PER1",4.84911676509005
"TACSTD2",8.39673545525052
"STAB1",4.51052078118882
"NT5DC3",3.52568095751829
"CCDC59",6.79187282726016
"MN1",4.17468062194481
"DSTYK",7.28575513320426
"KLRC4-KLRK1 /// KLRK1",5.51880499850528
"ARL14",2.71968140916959
"PSMD1",8.19486916809317
"PPARA",7.77510840987345
"CUL4A",6.63828053636592
"RAD21",7.63887913475632
"HLA-E",10.4708475654484
"BSDC1",6.6510042838912
"PNLIPRP2",2.59059015577102
"SOGA1",4.64246946342114
"ZBED1",5.547465095398
"URI1",4.42341147498213
"PITPNB",8.78272351238653
"SNRPE",5.0464573286182
"C4BPA",5.1767428716243
"FLRT1",5.61283751270407
"HNRNPK",10.0940676177522
"FCGR3A /// FCGR3B",7.00817920008245
"TNFRSF4",3.51510458218636
"FPGS",5.84170601809746
"SEMA3C",4.06153874101927
"CD81",8.69153621083753
"PAICS",6.40614065718285
"PITRM1",7.33384461677719
"KRT19",6.46803170062917
"TNIP1",5.99848649858546
"BCAS1",4.04608841758065
"CDK6",4.7499647838421
"HMGXB4",5.51131433942822
"CTSB",9.4955443043858
"CDKN2D",4.67163058903271
"MIS18A",5.71750626956175
"PMF1",7.38373872341028
"HOXC10",7.30837576937439
"LRRC8E",3.74742266480634
"MAP3K1",4.7883575101928
"RIMS3",4.16043980977417
"SLC35G2",3.73855147489757
"DDX46",5.46370083479836
"SORBS1",7.06059737928074
"RPS6KB1",4.62034591999721
"MPRIP",8.30846553310497
"ERN1",4.33347320021523
"MCHR1",3.7441379123066
"BTAF1",6.69304597526972
"PIN1",5.60952459796511
"AGXT",4.68578143840114
"RP11-548H18.2",5.49608180444299
"PSG2",2.68069743496586
"DCAF16",7.42866914164771
"KCND3",3.16297108648839
"RABEP1",4.96746200714864
"ARSF",5.61548089868144
"PRSS3",4.20222140105293
"TRHDE",4.72178031420934
"MMS19",7.39621846196461
"PYGM",3.87411960770601
"MFI2",4.8559715353082
"ENTPD5",8.28418206357805
"PTK7",5.01374929612615
"MMP2",4.39440111890342
"MOCOS",3.9751040203778
"EMC6",5.68409276656828
"SCAMP3",7.51798985421905
"MOG",2.90237625098262
"HNRNPL",7.01297993227012
"EPS15P1 /// EPS15P1",2.73639129289174
"SELE",3.71946586763201
"CHST2",3.96195255781175
"FGF17",3.64253640659811
"RRAS",5.50707228367922
"DHRS7B",5.9773579401281
"LPPR1",7.0857469418452
"NELFCD",7.55965608056344
"PDGFRL",4.05572695492224
"FUT4",4.98690751847361
"SGK2",6.56080161050925
"DDX3X",8.33874445696187
"PFDN4",3.86847638125301
"ZNF221",3.97323736305482
"PCMTD2",7.68974215510352
"PRKCDBP",4.79684085943993
"TMX4",7.91638479423001
"CPZ /// GPR78",4.01668421248006
"UAP1L1",5.27439166505557
"S100A14",4.48023406785548
"ABCC2",5.66380786195581
"DAZ1 /// DAZ2 /// DAZ3 /// DAZ4",3.19710035515056
"AFAP1",3.16858967655882
"CORO1B",6.16836898390041
"PDGFRA",4.3665257638788
"HIF1A",9.09336444984697
"JARID2",7.40929944628148
"ABCE1",7.06231564827996
"AKAP2 /// PALM2-AKAP2",7.79018768417073
"TAP2",7.69530040543267
"MRPS2",6.22094173709886
"ACTA1",4.10450286834242
"LECT2",4.53182387661444
"PRRG3",3.74026840393517
"UNC5B",4.76810800944769
"NCALD",5.84294449204499
"TNFSF8",3.6413874582872
"LOC101927181",3.9070093802666
"PMS2P5 /// PMS2P9",7.28937700330452
"PPIP5K2",6.0710210153886
"PI4K2A",5.85554584460133
"PGAM2",4.51058958144904
"TCP10",3.27687309449689
"PPP4R4",2.99734741488974
"MICALL1",5.57724061723224
"HIST1H2BM",3.98745304398487
"SUGP1",5.52615321256042
"KLRD1",5.33690174329681
"OR2H2",3.6869361522087
"TBC1D22A",5.56659688183104
"TMEM121",3.34462547517482
"PCDH11X /// PCDH11Y",2.34177157467259
"IL23A /// TCRBV10S1P /// TRBV21-1 /// TRBV21-1",2.75344299621139
"DLX2",4.52294929178137
"KCTD9",7.07950392706649
"DKC1 /// MIR664B /// SNORA56",5.39467204121353
"ANXA10",2.70399909894589
"GNG13",2.64077821335656
"ISG20L2",3.41366716659536
"MRPS18C",5.39499328817349
"ZNF670 /// ZNF670-ZNF695 /// ZNF695",2.89140380311101
"PDCD1LG2",3.40834633509626
"CHAF1B",4.33557755660649
"DDX39A",6.5013332267138
"QPCT",6.7827531444911
"MVD",4.31698494095091
"CCR7",4.72481515427411
"MICB",5.9692299995139
"HLA-DQB1 /// LOC101060835",4.75359141449394
"NME1",6.54305332984832
"EMCN",7.30424886460021
"NUDT7",5.56247813213712
"DCX",2.98717533009828
"PGM3",5.29264825510092
"EFNA1",5.67820684434742
"CEP112",3.06641387675661
"NUP153",4.96951401915971
"BAI1",4.74038933326573
"ELP3",8.1724552950613
"IDE",4.98591440544951
"HEYL",4.76499127425361
"MUC13",5.91180600228664
"MRPS11",6.63437514574272
"OVOL2",4.3245304878026
"URM1",4.01714680362359
"CD247",5.56136626123646
"RP11-560G2.2",3.75413545722239
"SMTN",4.82517567483568
"DPYS",7.83450459835547
"ECEL1",3.57818516931958
"HERC1",7.05011055142838
"CLCA3P",2.26570872006855
"RCAN2",7.03987103153401
"DIXDC1",5.03013344914749
"STARD8",6.30108076499737
"SUCO",6.93501430451933
"GDPD3",6.76595605919762
"SYF2",8.37539066853522
"SLC6A4",3.18400499425101
"DLEU1",5.31877458204312
"LTB4R",4.94724426335366
"CHRND",3.49436402388355
"INSL5",3.46206825125391
"NECAP1",5.92113947087898
"RPL11",10.8070400471506
"DYNLT1",8.43536529484016
"SLC26A1",3.67878950031325
"PHF10",7.07754858804054
"SPAG1",4.02319876674636
"GHRHR",2.92917936760647
"MAGEA12",2.75348860697786
"CSGALNACT1",6.10521353102395
"COIL",7.27013429267492
"TPT1P8",2.74988406253821
"CLMN",5.18095478647941
"CDKL5",3.42639803533418
"MKI67",2.67715751493739
"PBOV1",2.8870888589934
"IL7R",6.72497037542416
"MAP3K3",6.38068478891845
"THPO",3.64691363266352
"SLC6A3",3.91306621963025
"LAIR1",5.57679110975477
"PBXIP1",9.55433879729414
"LIN7A",6.85261402637114
"EN2",2.86960930595758
"PRR15L",5.44534779119935
"EYA3",6.78892510460252
"ZNF432",5.73820042818476
"GDF15",4.9603504776745
"STRN3",5.83852546641101
"FAM86A",5.05494115381825
"DEPDC1",3.04667897610763
"RNF126",5.6400174600065
"SIM1",7.61564719585636
"MROH7-TTC4 /// TTC4",6.21166781725143
"RFPL1",2.4017722728891
"SLC52A2",5.34246678679922
"TBC1D30",3.5638074506169
"MYH7B",4.23156830853315
"KCNJ2",6.16383791156907
"TUBB8P2 /// TUBB8P2",2.84394337392483
"SLC13A1",6.57995262917177
"DNAJC9",3.19397950912048
"GBE1",7.8556316214812
"PRR34",4.32518887024461
"FPR3",4.22634298427983
"EXT1",5.43685206341152
"CCRN4L",6.92007089937673
"RUNDC3A",4.29185370840443
"KLRC4",2.55673453548673
"ANAPC10",5.18002779471423
"GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8",4.95809162059606
"NFKBIA",5.71233911876781
"FRK",7.14702750278633
"TMEM120B",4.95085856863858
"GINS2",3.75927416448238
"CCL23",3.16572784188129
"INSM1",2.82153919187242
"FABP4",6.10798967463945
"SLC46A3",7.5907551532785
"SPC24",3.59591130568094
"HGC6.3",4.19886575706647
"CUTA",9.43150269561231
"NKIRAS2",5.83240334240849
"CDKN1B",8.29997498142227
"ANAPC13",9.49104698689718
"MBD5",4.66463003554468
"CSH1 /// CSH2 /// CSHL1 /// GH1",2.61133490827434
"SLC30A10",2.72232877521937
"ZBTB5",5.65840867263255
"TOX3",5.91352596101753
"SRRD",6.87069466566456
"APBA3",5.66288836163396
"IFITM3",12.293681378668
"SERPINA7",3.18195209620438
"MAS1",2.76303161613347
"KCNA4",3.50659246586699
"CAMK4",4.50110654634945
"PIP4K2A",6.04895078975108
"CRYL1",8.90825876507629
"B9D2",6.03200525615178
"EFHC2",3.9275295601414
"SSX2IP",6.24367783382806
"LAT2",4.72507254933052
"WNT2B",4.19104820489417
"LMOD1",3.54766602989315
"PREP",4.39302949012757
"RNF39",2.54997074855635
"KRT18P44 /// KRT18P44",2.74190406266911
"UBL5",8.69009148056232
"CHRM5",3.4303482762725
"NGFR",4.43167572685792
"DOT1L",4.10544557819303
"CTSG",3.37988537876436
"CAMKV",3.09904519948643
"ATP6V1G1",8.36041582488131
"DYRK2",4.75446176857635
"ANGPTL3",5.86330063917383
"ADAM7",2.93086154380951
"BARX2",3.91341372420476
"XIST",2.19508097681739
"CAMKK2",4.73774645443429
"AFF2",2.89361360388153
"ATP6V0B",9.10140989372501
"OSER1",6.89004751739087
"INPP5J",5.55102987626141
"CXADR",6.27350373054824
"G6PC",8.42582541426841
"RLBP1",3.13794146522806
"SETBP1",6.38768425652668
"MAPK7",4.83419801362859
"HTR2A",2.47219471312951
"FADS2",4.47365505692846
"GAB2",6.66060221270792
"LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA",11.1992807248943
"BICC1",6.94077443379048
"FLJ20712",3.62741878236588
"DCN",8.31476140751729
"PHC1",6.99783363368838
"POM121L9P",4.64715079191658
"ANKRA2",4.84567034744786
"C21orf33",9.68465776633944
"C11orf80",5.10282271479912
"HDAC3",7.06813033885108
"PLEK",5.71951666528279
"RGL2",7.13631233845854
"GABRA6",2.52748302287771
"NME7",8.93150610287915
"CDIPT",8.56129771299774
"MLEC",8.05626642088679
"DENND3",4.59500884911116
"RNLS",6.14038433002129
"CGRRF1",6.47789409447474
"MIR7114 /// NSMF",4.94391374515912
"CBX7",7.58559082427955
"SLC41A3",6.92412961795209
"HLCS",4.65356201246515
"GAP43",4.0122138424277
"NPM3",5.72383770091005
"METTL5",6.28872491920735
"ZMAT5",4.85544276468334
"TRAK2",8.90876173465271
"CSRP1",7.96953507128841
"TLR4",4.88262947970564
"IQCG",5.68386703066124
"RASAL2",6.62608373803868
"ANK2",9.17918549290736
"INTS12",7.28244822053458
"MTUS1",6.65747392995373
"CCDC22",5.07569257108366
"HSD17B4",7.94807934365404
"SHBG",4.05539692542626
"DNAJC4",4.98957055394871
"ARPC4 /// ARPC4-TTLL3",6.52544859373901
"FMO3",4.44645925087606
"TTC33",5.03774632891782
"PLEKHA5",7.29312427402384
"RNASEH2B",6.24558808637199
"CISH",7.50664196351617
"CSGALNACT2",4.1526390479178
"GATA3",6.66410242883951
"GPR75",3.76364226820511
"KITLG",6.9771699321238
"JUNB",7.49173273690697
"PSG7",2.78732946388785
"HOXD11",4.40098022264386
"CNIH3",3.50583444781385
"STUB1",7.47186189657433
"C4BPB",4.02263721241814
"PMS2 /// PMS2CL",6.56499281186626
"CUL9",4.00178604635592
"AFF1",9.28791454898396
"THOC5",7.56640409802867
"PDE4B",4.40090894890987
"KCNQ1DN",3.89881002268083
"ECH1",8.51567895030672
"ACSF2",7.85583676234016
"MYT1L",2.85958991006773
"JTB",9.07331504428696
"JAK3",4.63780828406736
"ACOT1 /// ACOT2",6.57085919838309
"FAM186A",2.31342066117647
"CD8A",6.4885416435697
"VAPB",6.54398142435027
"SCLY",6.06482942101581
"PER3",3.47245791813622
"APOBEC1",2.94063299569525
"LIMS1 /// LIMS3L",7.38586165325508
"PARP11",5.08848950136338
"WBSCR16",3.79826106142086
"RAD23A",7.94197472947675
"RASIP1",3.62557138708923
"KIAA0754",4.97222809411521
"FOXN3",5.21255839093876
"LGALS2",9.97306717997121
"ASB4",2.79765450439977
"PRKAA2",6.57056245965305
"LBP",3.60588893572443
"B4GALT3",3.87210555056824
"TNFSF4",4.44829323610522
"CRYGB",2.58413460506427
"GJA1",6.92905884737222
"NARS2",5.5586279997342
"SPATA6L",2.74757707117663
"RAD51B",3.37911611151231
"TWIST1",4.48551086819908
"GK2",2.86291807874364
"SLCO1A2",3.03578066765159
"GPR182",3.79321081381449
"ZNF236",5.61546371166249
"PRR5L",2.8206680546214
"PDPN",2.95517755686049
"HOXD1",3.99728413988443
"TCF25",8.06410213946421
"SSTR5",3.90379230955212
"SERPINB2",2.54459551863511
"FAM155A",4.41586377982189
"TJP3",4.66418332153297
"RELN",4.61292301739094
"WEE1",6.68461116094038
"LOC440792",4.18761531891854
"LAMA3",3.67407840257555
"PPOX",6.13955243800058
"WDR13",6.71426930341243
"DDX24",7.77940710254412
"ZC3H4",3.79690616807313
"MCOLN3",5.36888459419193
"PDE3B",3.886512628002
"C6orf10",2.3579403521544
"TMEM30B",6.41134889701393
"CXorf40A /// CXorf40B",6.04591866854854
"CD1C",4.69121359300049
"LRRC75B",4.62351569575584
"ZBTB40",4.88485004964008
"SRPK2",7.18727917228046
"FOXF1",4.03914574182514
"CTSZ",7.7130841719302
"RAB40A",3.26423062713935
"ZCCHC4",3.45617145521788
"EFNA2",3.21110271713708
"LDLR",3.06723887664319
"PAIP1",7.08819307197278
"PIEZO1",3.9698375855269
"TJP2",7.34044738049496
"IGFBP2",5.78725007993006
"TRIM17",3.7556446288868
"FHL2",6.25787687109055
"RP4-621B10.8",2.6351097812531
"FRS2",6.92120005335743
"COPG1",7.19219813739091
"ATAD5",4.50166622676267
"EXPH5",3.74703407898978
"MTMR14",6.34631650417208
"IK /// TMCO6",6.65290329455491
"HSPA12A",7.03557260362234
"RP11-278J20.2",3.03190153723734
"ATP8B2",6.74535129771345
"LRRN3",3.50918264365005
"WNT16",3.86632447610895
"MOGAT2",3.22752717113631
"CDK10",5.46800207078351
"ACVRL1",5.26778305239195
"GLT8D2",4.11981117109443
"HSPB6",5.06366184230825
"GH2",2.73385731770446
"HOXD3 /// HOXD4 /// LOC401021",5.88079713246537
"OR3A1",2.58279939010286
"RBBP7",8.18247079124894
"EMC3",8.87103120012923
"C1QTNF1",3.88170146968777
"NPRL3",6.32912069425028
"PKIA",4.62529473740747
"AGTR2",3.07286767535603
"MGEA5",6.53896753780913
"NRBF2",5.88182516655199
"ITM2B",11.360095667945
"ICT1",7.21454719553113
"MAFG",4.95913356687486
"TEFM",5.3587941164793
"AP3D1",5.80626227497518
"NUCB1",8.46274812487403
"GJB3",2.98036732242342
"SSTR1",4.96161107192004
"ATF6B /// TNXB",5.0518654387437
"EEF1A2",4.00809810916047
"ASPM",2.95331897760199
"PRDX6",9.57707599952493
"PLAC4",3.03330655781912
"HNRNPH3",9.21424830409833
"C12orf29",7.11853258033169
"AIM2",4.81619520780148
"ITGB1BP2",3.09167913737139
"APOA1",4.19115646691757
"THNSL2",5.40379008629435
"HMOX2",5.94027230176518
"MAN1B1",5.54004997361936
"GGT1 /// GGT2 /// GGT3P /// GGTLC1 /// GGTLC2 /// LOC100132705 /// LOC102724197",7.29299596527458
"ANO2",2.91227022167531
"MME",9.81268485687573
"SIK2",6.06277587671617
"MMACHC",5.06667817701899
"KCNJ15",7.36568309298224
"WDR82",8.34137326203586
"LSM1",7.77746162816018
"RALGDS",5.46673317314369
"TLR2",6.02050663031954
"P2RY1",2.86081514170652
"TLX1",3.71064626896791
"GGT5",5.41534008920112
"MAGEA2 /// MAGEA2B",2.89538973601359
"CDX1",3.68950173700204
"C21orf62",4.39389424280471
"UBA1",8.50412036089343
"TNRC6B",6.67899653812732
"IL13RA1",7.07137329914552
"PSMB10",6.89872667403782
"SCRG1",3.78189544243073
"AANAT",2.78519397234324
"CA6",4.32262147962729
"TCL1A",2.87547206154637
"MYL6",10.4110884324348
"NAA10",8.08510337832647
"SULT1A1",8.35630909902125
"LHPP",6.50721354642597
"ZNF7",3.59038472039498
"PDE8B",4.89273507676236
"EPB41L5",6.07783922830129
"ASIP",3.28409711421973
"RRH",3.07563422429536
"TRIM29",3.43457724247272
"ADD2",3.62966757459014
"ESR2",3.75454690997591
"GJA3",3.97484563175447
"ULK1",5.51610361737976
"MS4A2",2.90848472170183
"SLC1A2",3.6065876898385
"KLKB1",6.31440723185074
"APEX2",4.54334867293924
"CACNA2D1",6.15113806576204
"PPM1B",6.78772693502915
"CATSPER2 /// CATSPER2P1 /// LOC101930343",3.96900545099127
"KCNAB3",3.01124674650861
"MSMO1",8.29561270356527
"MSL1",7.07489355759508
"IGLC1 /// IGLV3-25 /// IGLV3-25",6.01484611388459
"MFSD6",3.68362314872698
"BTN2A1",4.26291081176307
"TBC1D15",6.37259617483893
"APOB",3.38746290981447
"SLC12A5",3.01870288612992
"KCNA1",3.30910161338311
"ANKLE2",4.9853108295289
"ITGA10",3.9095374407695
"AIM1",8.01920170641037
"EGLN3",4.65061418532641
"CXCR6",4.51740229047124
"SERTAD3",5.23511986553507
"BTG4",2.92205436262607
"LOC101060181 /// ZNF44",7.58288465462712
"FRMPD4",3.42406276231725
"SUGP2",6.47734189219235
"ARHGEF40",6.69389204045894
"EDC3",5.29131726614814
"AKT1",6.61637847124171
"KIAA0319L",6.4236491128605
"CXorf56",4.06325066240081
"PRR5",7.25766510867832
"ITGA2",5.70162963112444
"OR2H1",2.62071545932357
"LPPR3",4.29474864133878
"S100A3",3.85231494873909
"APOBEC3C",5.88235565949983
"URGCP",4.26810394192712
"CD300C",3.80838798180961
"LOC101929036 /// PAH",7.71461343719639
"C1orf54",7.41640829213582
"LINC00474",3.30099803360541
"LSM7",5.60834830945518
"ZNF267",5.31666357257575
"RRAD",3.46928197361858
"KATNB1",4.21081591490825
"P2RX5-TAX1BP3 /// TAX1BP3",10.7827807070269
"ZNF268",5.23635825511838
"IFNA16",3.93801801772367
"NREP",5.43358345395532
"PRSS3P3",3.69020557986479
"JPH3",2.84806398184405
"EDC4",5.09308136243295
"SLC6A15",2.91299716467246
"OR2B6",2.79815499257963
"DAG1",7.49908138173985
"ITIH3",3.59600285144678
"TOR1AIP2",7.15657192124592
"SLC25A30",6.60955686566031
"AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2",6.74417788957785
"SLTM",7.24982285435756
"USP9X",9.12904863110876
"PPP2R4",7.40334325180065
"PDZD7",3.17026814350446
"CD40LG",3.48860349706388
"SYNPO2L",2.63834000063071
"SKIL",6.11601622869778
"NPY5R",4.07152657534969
"PDE1C",3.05123349631452
"PCDH9",4.53373888237343
"FBXO34",7.58011708394063
"SYNDIG1",6.0727232343085
"INS",3.26611384302495
"CA8",3.92943365226003
"COQ10B",7.83966530935492
"ERV9-1",4.593681582438
"RPL7",11.0575073404001
"IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31",3.37187984614396
"GREB1L",3.75930665160789
"PLEKHH3",3.45260348180622
"TRIM46",3.20116304384914
"FGF1",4.07818954062753
"FAM168B",7.25010195190071
"SCN5A",3.44097571463235
"SERPINB13",2.79242560744243
"RRM1",7.27300667203011
"NISCH",6.73776624540894
"PDZD8",6.70599734698375
"LOC101927770",4.3540061957212
"KIF18A",2.75787075736712
"PCDHGA3",3.84019719437419
"DLEU2L",3.91864470482434
"PPP1R8",7.79995768559919
"TSC22D3",6.96381284980562
"XPO7",6.58807976218892
"MGC4294",4.01122525442057
"RAB40AL",3.13477185476389
"BFSP1",3.45691271362102
"PIGB",8.12505237523379
"FHL3",4.29933628682624
"TARP",3.14509463619846
"FOXM1",3.82344024128925
"KCNMB1",4.07241822974098
"STXBP3",6.78935954069222
"GRIK2",2.52550878399009
"CDKN2AIP",5.19074075185975
"MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E",4.45918112442642
"LGALSL",7.56945005933246
"EIF2D",7.67059381389835
"SLC45A2",3.19796678679253
"CLIP1",7.38911871169865
"CYTH2",7.51898605341282
"SOX15",4.89831035897427
"POGLUT1",5.46095480157748
"MGRN1",6.74287325204967
"LOC145678",2.75828920822048
"UNC93B1",5.26373439926151
"ADAMTS1",4.40409193621989
"TIMM8A",4.25363480735225
"RGS7",4.54043620230251
"FAM224A",2.90699819022341
"C20orf195",3.99288342097208
"TOX",4.20886702765761
"STAT5B",8.00622297055912
"RAB35",4.90840865393097
"SI",2.44444583908799
"AMN",6.06665041561661
"CADM3",4.35975533235863
"CLIC2",4.00662736137242
"ABHD14A-ACY1 /// ACY1",8.23718180228812
"PAN2",6.00744447895231
"RBX1",8.56650403172718
"LOC102724229 /// RASA4 /// RASA4B",7.5626636222945
"SP2",3.80880263393434
"INPP5F",6.3592393469758
"ARMCX5",5.46454825905304
"HSD3B1",2.78428245619465
"OPRM1",2.60439853729009
"AOAH",6.93125762388049
"PVRL3",5.43215593611711
"PAPOLG",5.73247327769745
"CHKA",5.01464054884034
"GBP1",4.97035193966523
"AREG",3.16160286819471
"NPEPL1",6.16880069833297
"AC004941.5",6.79084376716076
"NPR1",5.67957286447208
"FLJ11710",5.27680041505073
"AMELX",2.72884870521953
"PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2",3.81930494942903
"B3GAT1",4.14505734045254
"NPR2",5.23489222435481
"RDH8",3.16848969165834
"IPO4",5.56145747069092
"TRIM37",3.9508706069247
"BLOC1S1",8.71988348230247
"ELAVL3",4.02719380902958
"SLC16A1",4.05219346860008
"KISS1",4.08114445914811
"ADRA2C",6.30701917412876
"SPTAN1",6.97760025373816
"FKRP",4.93069349376324
"EDNRA",5.4711592273098
"VPS8",7.37507571444717
"KLHL36",5.98866135836138
"CRYGD",3.55602580720454
"CCL16",3.94274233350114
"KLF15",5.68717099227474
"POM121L2",3.03329660626747
"LMAN2",9.50455214919839
"SEZ6L",3.21409064861844
"DOK3",6.03185825064835
"CPSF3L /// MIR6727",4.84044751806228
"SNCG",4.00166138148253
"AP1AR",3.29800148755763
"PROCR",5.7254492750858
"EDDM3B",2.50272652768125
"LOC100506699",4.12827753404536
"UBAP2L",7.05471522738003
"RNASEL",5.83991479964105
"LOC102723559",3.35482156131905
"CTNNAL1",7.30138910670725
"BCL2L2 /// BCL2L2-PABPN1 /// PABPN1",8.08569525497635
"SORL1",9.39827111066126
"CXCR5",3.16290517084023
"SMURF1",4.85396145357824
"HTR1E",3.4394873117853
"IPO9",4.46056580090077
"EFNB1",4.91036601689763
"HCRT",3.51703724643909
"ORC3",6.2763092520924
"IFITM1",9.45189106368798
"FGF5",4.90414854612391
"PGR",4.01791381712712
"WDR62",3.66634558954181
"KIAA1211L",3.70051265067938
"ZNF668",3.84326921385896
"DCLRE1B",4.3075041685104
"AF007147",4.49466287427608
"GPR85",3.19707186293666
"DAP",7.40665899782282
"SREBF2",7.03396262512504
"HIST1H2BO",2.96585176471199
"PEAK1",4.55169432429192
"CPSF7",7.33429320590583
"POMT1",6.23115290736877
"CCZ1",3.85933604222938
