"","merged_dataP[, 10]"
"MDFIC",4.76848336444323
"SLC15A2",6.44343948730912
"HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4",3.36095287858494
"BMPR2",5.66277091252777
"PIK3CG",4.64441942252335
"SKI",6.49659496637885
"RNF170",6.59920345810545
"RNF38",4.94067246662528
"PFDN1",6.42736386763884
"ENSA",9.17795573041739
"UBE2G1",7.5944238629216
"NNT",7.00570891496023
"EIF5",8.74684709617618
"CNIH4",7.23112817997209
"MIR636 /// SRSF2",9.16372305450173
"AURKAIP1",6.06464631398639
"C16orf95",3.85074907471076
"TOX4",7.117162692999
"NDUFA4L2",4.41471220854896
"HNRNPC",8.17670427753296
"ME2",8.24701636132394
"CAT",8.05809911761861
"PLEKHF2",6.9825421149958
"PRRC1",7.75851543201032
"GSTM4",5.27378698121191
"HSPA5",7.91855804010783
"SLC35A2",7.31260780723435
"SEP15",9.62348588780034
"MYL12A",5.33443448450509
"PKP4",8.85388852629295
"ASAP1",5.51248832237741
"MPHOSPH8",7.27768912519263
"GATA2",6.35524480369868
"EIF6",7.98701173623995
"TMEM19",7.07972489220692
"MED16",5.20206375598894
"GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2C_2",7.13177210037794
"RPRD1A",6.57905204576909
"UQCC1",4.66552087466064
"SLCO3A1",5.25353400915068
"GATAD2A",9.08577611342491
"GNB1L",4.14917903344706
"ZNF365",3.05471804029713
"REPS1",3.12856867585002
"GPR183",5.26443120775656
"MPDU1",5.9641186758137
"TMSB4X",12.8038289392244
"AP3S2 /// C15orf38-AP3S2",7.25692060146736
"FLJ42627",5.36555471370115
"PHKB",7.77716375126446
"THRA",4.33016450158394
"C5orf22",6.17922637804032
"ZAK",4.13543973481592
"CNOT6",7.45843283291941
"ZNHIT1",9.04218468889372
"HNRNPD",4.24197932523372
"KMO",6.70126171854678
"ARAP1",4.15212485470735
"CBL",6.01676721697622
"ARL5A /// LOC101929356",6.95133064002528
"SRSF4",5.47153377504351
"TMED7 /// TMED7-TICAM2",7.97952640986099
"CANX",10.665642310799
"LCP2",6.53072042884998
"WARS2",5.8752732949173
"GPBP1L1",8.34056970693682
"RFK",6.71293109427084
"USP53",5.40449294330885
"APOBEC3F /// APOBEC3G",4.41868310416742
"GOLPH3",7.5857422246922
"PANK2",6.82830549581561
"EFCAB14",7.74150030059606
"CD44",5.178391812025
"SKP1",9.0522755155867
"HCCS",6.13865691772817
"ADAM15",4.89435871878953
"NIPAL2",4.97911592272708
"SLC2A9",5.42496472875777
"TIA1",7.55982874367286
"CLK4",8.20920463874533
"TMEM230",9.77810191740507
"NLRP2",3.00987478100446
"MED4",6.0442805355207
"B4GALT1",4.28111376474753
"FAM198B",4.76402589092485
"LSM6",6.81481973012727
"AP1S2",7.95513995291805
"EDEM3",8.1626920100959
"CREBL2",8.83757696672159
"GOSR2",5.86145471520547
"CD86",5.07144711904655
"CAPN15",4.32602874201418
"EIF1AX",7.90952069777487
"CLIC4",8.05021618290947
"THOC7",7.04073596037138
"CLDND1",4.184966868918
"PCNP",4.92939558696228
"NXT2",6.37351651936488
"SAYSD1",5.55074706154164
"NOP10",8.95254625915421
"QSER1",6.82792896276315
"HMGN4",8.06129514127913
"PIGC",6.15532901507158
"LSR",5.16706744865007
"LPGAT1",5.77831626023854
"NASP",6.42469624538196
"NSD1",5.65539383629556
"ATP5O",9.11504578568383
"SLC25A40",5.2820219799676
"PROSC",8.08489022421941
"MUM1",7.00280460622792
"OPN3",6.94896125082758
"TRAK1",5.7348563046423
"SOWAHC",4.05849156098721
"USP32 /// USP6",4.21248708397992
"MAPK8IP2",3.99865865044908
"SRD5A3",4.99903043804285
"ZNF672",6.18426203225324
"SPCS3",8.972985496904
"MEAF6",5.80980616478401
"EPM2A",6.52005456631839
"TUBG1",4.41304760553477
"SWAP70",3.53709393656402
"DPY19L1",3.587091461567
"PSKH1",4.34382424964117
"KYNU",3.66850104154829
"LYPLA1",8.31512364954645
"CD2BP2",6.96859970751902
"MTRF1",5.20291027786581
"SAR1B",7.43022948240685
"SZRD1",7.44501454392249
"EIF2B2",6.71710903339616
"NDE1",5.54991284361412
"CARS",6.53387511451379
"C12orf5",5.74257866350735
"NR4A1",4.72284330534763
"C4orf29",7.04102503583492
"POLR2L",8.08840275647024
"HS2ST1",6.48800418728061
"CCNI",9.84542907919795
"FBXO28",5.86618337252939
"PRPF18",5.07042051609842
"KIAA1598",7.00402245130718
"LAMTOR2",7.30052320268759
"HMBOX1",5.36144164306264
"ZNF8",4.84703277500179
"CCDC15",3.21671837318368
"SLC7A6",5.15549579260306
"DDA1",5.35195956569931
"WIPI2",7.16500970969688
"PSMD10",7.24352220780718
"ZMAT3",4.9110227684761
"SPCS2",8.31200125767248
"SLC25A37",7.39452259176771
"TINF2",6.46672537362777
"ZNF20 /// ZNF625-ZNF20",5.80915586481324
"PIGK",7.0522776630207
"EPS15L1",6.44243457628449
"EMP3",7.86658346397468
"TMED2",6.77787023897703
"KDELR2",9.05235591610939
"APOBEC3G",6.30708096794003
"TMEM258",8.63785813520054
"GTF2H1",7.3869205291159
"NBN",7.90181461794499
"CHCHD2",9.77061018826348
"GLRX2",7.05670569582826
"SMIM7",8.46868372000843
"CCR1",6.32677154435869
"DIAPH2",5.31048348458679
"UBE2K",6.46828590365119
"FBXW2",7.6997701693092
"KLHL24",7.88567160724307
"SFT2D3 /// WDR33",6.81499423307871
"PSPC1",6.24411818873389
"GPD2",3.9777835662679
"DNM1L",8.34963492439587
"ADRBK2",5.40121629647597
"EIF4E",7.2786155521252
"MRPS16",7.65487061731461
"SLC20A2",5.40301668341646
"TES",4.26154706294662
"VCP",8.00431246670719
"SEC23IP",5.86557545092526
"EFCAB11",3.30183051792348
"ZMIZ2",4.67532039529988
"RBPJ",5.0808871395029
"YIPF2",7.51579030751881
"OGT",7.86367872833149
"ARMC8",6.09520092896776
"CEP350",6.63405377254919
"TM2D1",6.814489358437
"TPI1",7.45939899311052
"ATP2A3",5.43080345454402
"SUCLG2",6.77026779929567
"PDE2A",4.77749778743237
"SRD5A1",5.13438407334572
"CFL1",7.79207389296895
"XRCC1",6.64184310807802
"POLR2J",8.72331645987412
"FAM63B",5.89000423087876
"ADI1",9.22712807544942
"BRAF /// KIAA1549",7.13994343632057
"STK17B",3.87918685738239
"KIR2DL4",2.99874645664837
"LRRC61",4.7700132996627
"DENND4A",4.92749206019315
"KDM4A",5.48876768536044
"CTSC",7.1215386958158
"FAM127B",4.80780929865397
"STRN",6.71311255061546
"NRAS",7.56183078304011
"LOC100506403 /// LOC101928269 /// RUNX1",5.9645782491049
"CRIP1",8.16595053669619
"VASH1",5.56544535882071
"POLH",4.05416729781693
"PTP4A1",8.72782330682363
"MAN2A2",7.47779413737803
"SPATA20",7.22575381004582
"ANK3",6.92930300080681
"GRHPR",8.10183061098165
"SEPT2",9.44585284520996
"RBM15",6.28804670674022
"POMT2",5.56621417845413
"CCDC53",8.31693825734056
"ANP32B",8.70205609280642
"MPZL1",4.47664417709219
"DIAPH1",4.58716520022772
"GALK2",4.49043368216499
"PGK1",8.61417976806194
"CNOT3",3.98299185704445
"GPR107",8.3439827181451
"ASCC1",6.38302628591859
"ZBTB11",4.04308203334848
"ARPC5",5.82836834594847
"RHOBTB3",4.92135960937821
"PSPH",6.49347641856426
"PHACTR2",6.18362721346825
"GOLM1",7.2390177708124
"CD37",5.1947571836585
"IL1RN",5.89601406992296
"RAB30",5.03274233860748
"AKAP8L",5.67027484844468
"B4GALT4",8.10863138658542
"POLA2",4.51035735813744
"SERPINB6",8.14467256995456
"SLC11A2",5.95738438394112
"S1PR2",4.19861883973848
"ARL8B",8.81321159049998
"OPA1",6.66846550295475
"ZBTB7B",4.22475775041062
"ANKFY1",7.43779994382513
"DNAJB9",8.19087160319805
"ACTR3",5.64276072608901
"DLG5",6.26429819668335
"YIPF6",7.00902347457373
"PIP5K1C",6.92288103685687
"TTBK2",3.53962144577219
"HOXA2",5.35336396175383
"ZNF254",5.60511279277239
"AKIRIN1",6.70993134144064
"DYM",5.46723454474022
"COL6A1",5.02392011341326
"GOLGA2P5",4.1142869549814
"HIGD2A",8.58686764407804
"RAB2A",8.92512737644798
"RPS27L",7.891305556799
"ACTL6A",4.45021008512102
"YARS2",5.82152906301282
"CPNE3",9.17452175829812
"ANKRD11",5.33472080878274
"MANEA",3.54672299178236
"PLEKHA2",7.42530367808063
"SMG5",6.17682242273138
"TSR1",5.22708571972304
"STK19",6.61122073208197
"WSB1",8.26055839249361
"SRCAP",3.74988324629984
"TRAPPC11",6.38242507387526
"ORMDL2",7.4430504843332
"HDAC5",6.72087902259737
"STAU2",6.51287110215504
"CYP20A1",5.33857283172432
"MGAT4B",6.39277645930673
"UBE2N",6.79130015632195
"NCR1",3.71394957201684
"LPP",8.3393373822163
"VDAC1",8.81766275225205
"PCBP2",8.25455981524576
"ELK3",3.87965958066376
"CDK11A /// CDK11B",6.2205851162685
"EPB41L3",7.35173790653708
"GOLGA7",9.21430544081814
"RNF5 /// RNF5P1",7.64753267298749
"NUPL2",7.67428272002203
"CD151",6.96317490930643
"MYBL1",4.85660626460011
"MLX",7.63571934535853
"TLDC1",3.62394826698624
"H2AFV",8.24868912766289
"DENND6B",3.91262979769875
"CHCHD3",8.16805827976274
"GRM2",3.29134890295043
"TMEM156",3.53039342909368
"RBBP8",6.92913840971322
"PTP4A2",8.97555156561998
"NIPBL",6.6863497270558
"TCP11L1",4.51931101182119
"SEC14L1",7.83520379570065
"ARF6",9.70476664045927
"HRASLS2",4.72033269081387
"ATP11A",5.56227838844294
"CSNK1A1",6.86393336816536
"AK2",8.32837099677709
"FAM168A",6.31150890699695
"RAB32",6.3378904149007
"SORD",8.84550351295075
"MS4A6A",6.20993967856065
"CTSH",9.43790669707547
"SDHD",9.25087570205188
"LY86",6.44277089290303
"SRPR",7.48865770523357
"ATP2B2",3.2001433359824
"BRCC3",5.0106875343958
"C9orf78",7.52916090367352
"PSD3",4.39105277725556
"ARF4",9.51849203763512
"JAG2",5.10061519627485
"SNX2",7.25235433652481
"SERBP1",7.62439248873943
"NRD1",8.32612939520093
"MCM9",5.2384586526576
"VCAN",5.85795515183022
"NCSTN",6.79796348836771
"FAM45A /// FAM45B",8.60470356684668
"DCTN4",7.35144404238243
"ROCK2",7.25012150044969
"SELT",8.39023610770391
"LOC101928625 /// MED21",6.64354357394591
"CCNE1",4.80247493398755
"TM9SF2",9.84042427587594
"TMED5",8.61441642154681
"SLC25A24",6.9870130019361
"SFT2D2",8.72127266115639
"KLHL7",6.79322621824662
"CAPRIN1",8.57301148829572
"SYDE1",3.84571244550825
"RABAC1",8.24717221141428
"ENY2",6.94456963529458
"ARAF",6.09180330223221
"API5",7.84287401919708
"TBC1D9",7.56385249945826
"CDYL",6.36272360768851
"MMADHC",8.93510691148748
"DGUOK",6.18877089571417
"PRRC2C",5.41750785398327
"BAG6",7.73931377328755
"LOC101929087 /// SUMO2 /// SUMO3",10.6230860149858
"POGK",6.11443881357325
"MINPP1",5.3890129069299
"BAZ2A",4.38414442352424
"FBXL5",8.93628730078598
"MAP3K2",4.38849416533247
"RDX",8.1958042489734
"PEA15",8.74725987678463
"PEX2",5.87405223504452
"LOC101928061 /// SERP1",8.48361275231454
"LOC254896 /// TNFRSF10C",3.91918342424424
"NPRL2",5.84055236886743
"MSH5 /// MSH5-SAPCD1 /// SAPCD1",5.17905124119712
"SERINC3",9.80878349559756
"AKR7A2",7.53578993527745
"SRSF1",9.32327803868927
"GULP1",5.37454157023392
"C3orf18",4.74658660220401
"ARFRP1",5.40585392091753
"STK24",9.12847287809116
"RPE",6.77071451263295
"ZNF331",5.25560565234849
"CYB5B",6.42977066975575
"POLE3",5.46580825690944
"PARD3",6.32048553905373
"PFN1",9.72405215348634
"SPATA2",5.70437591283514
"LRRC8B",4.91513229520191
"CASP7",6.53325446395787
"RCHY1",7.86411004435218
"LDB3",4.85703557958517
"HHEX",3.92031720914041
"MTMR11",6.09391817941379
"XPC",7.5502772836865
"FGF14",3.24600772380952
"LOC100289561 /// LOC100630923 /// PRKRIP1",5.78269213840106
"PSME3",7.73873743556176
"MKL1",4.31934508459429
"EMR1",3.61673179482885
"ETNK1",3.91640282304789
"ATP5S",6.01801453474933
"ASPSCR1",5.24458165755896
"DUSP11",7.44791736256818
"MAP2K2",6.81406572388312
"ERO1LB",6.72700432433849
"CLCN2",4.1359705321131
"PSMB2",5.93127092578809
"MAPK1",5.06090613386462
"PRKAR2A",8.00965462497851
"IPO7",8.23640425269986
"SETD5",5.23576921088031
"REST",6.92845145496344
"MIR3656 /// TRAPPC4",8.30188476015283
"YIPF5",7.49370195569532
"PSMB4",10.9033193088281
"RAPGEF3",6.86929188701118
"HLA-DQB1 /// HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5 /// HLA-DRB6 /// LOC100996809 /// LOC101060835",7.90116302915577
"HMHA1",6.36509726644208
"SLC16A7",6.68237995778434
"KLK1",5.49151830484146
"ITGB1BP1",7.62645078847118
"TPPP",5.05705110760329
"SNPH",4.41011110053211
"CCDC90B",5.80385663299588
"ACAD8",5.36401130587715
"PTRF",5.0726284703372
"MLXIPL",4.89151191814564
"IL15",4.02627781061577
"MDC1",7.74334774573727
"SLC35A5",6.90396390670838
"PSMB1",8.13375157052613
"SEC23B",7.17845437296118
"FAM118A",4.71159188095833
"STX17",6.8465193471121
"SARM1",4.3364274248475
"ARIH2",4.46522311353597
"ZNF611",4.82911438045365
"LOC101927673 /// OTUB1",7.58094715315317
"ZNF706",7.70520582882159
"DGCR6 /// DGCR6L",5.76874811145498
"EVA1B",5.74595401485486
"PRKD3",6.79752840900519
"ABT1",5.57797324801031
"EIF3M",5.26995129222612
"NAP1L1",9.10744525616287
"C11orf58",8.57104449607878
"PSMB5",8.15831416297772
"COX8A",10.6783730032121
"BAG4",5.8407876254062
"ECHDC1",8.58101678643668
"MTHFD2",5.9200426677606
"WDR11",7.28777338976459
"RTCA",8.11876781865717
"CD59",8.8947117082166
"JUN",5.71229929936578
"GGA2",7.29405103417766
"LAPTM4A",10.6907152351322
"TMPO",4.99108580390472
"MS4A4A",4.8322909218144
"LDHA",9.92398891792312
"HMG20A",6.21139991666049
"MIR6732 /// ZC3H12A",4.51311498816225
"FAHD2A",5.71332503340539
"LEPROT",9.5001856223055
"TBXA2R",4.43053665775378
"CRLF2",3.3159192348806
"COMMD9",7.81053044402505
"CD248",5.56550240434856
"UBTF",6.28433491557344
"ARPP19",8.38519347218479
"PLCD1",4.72976590180219
"TM9SF3",8.68959021140497
"HGSNAT",6.47867049476052
"PRNP",8.53043006096225
"DFFA",6.16790971746596
"BCAP29",5.81795033943232
"CMPK1",7.87739957895165
"GAL3ST4",5.13251346854539
"SPEN",9.35535465072466
"CNKSR1",4.78686662378909
"ZEB2",4.58318201641026
"DES",4.81955258368417
"FICD",4.18502939398379
"MED20",6.37415770941081
"CD48",6.33811273555749
"ERGIC2",6.26344082719518
"TCEB1",6.6750931998946
"MAD2L1",2.73058185298857
"FAM3C",7.26724773914387
"PPT1",10.1646317354563
"NUDT21",8.52492462163274
"PTPLB",7.59856844941703
"FADS1 /// MIR1908",5.2198258380016
"UPF1",8.16118642651827
"AKAP13",6.43320081070041
"TAL1",4.32139988177823
"CREM",4.47814421073535
"COQ3",5.85081292871856
"LOC101930075 /// PKD1",5.05134725979485
"BEX4",6.13163276847959
"KCTD7 /// RABGEF1",4.63003313722591
"C11orf73",6.19021782584149
"PKD2",6.64935738217059
"PSME4",7.60671998790302
"MAP1A",4.44314843596212
"CLIC5",5.0032832980898
"ARHGEF7",7.31153608333148
"GTF2A2",8.20421737144533
"ZFP64",3.85324525045682
"MCTP1",4.59810615776311
"SUMO3",8.70876880839725
"EMC7",8.09222086909073
"TRAM1",9.47322655571937
"RAX",3.44186915346407
"LZTS3",6.18852678003669
"PI4KB",5.77160483468161
"FDX1",7.33630586676883
"SLC35B1",8.24948046440649
"AHR",6.48160683056887
"PSMD12",7.87375364408313
"RNF141",6.79153118022605
"DPP4",8.27890704356957
"PPP6C",9.20375271490945
"LOC101929889 /// SPN",5.7287133184262
"SERP1",6.62961146723438
"ABHD10",7.97906033393312
"PHLDA2",3.68678527799203
"SPATA7",5.50040347663815
"NLGN3",3.99890242176304
"PPA2",6.80253106190376
"ITPR1",7.02096437642536
"RNF138",6.20901684500637
"MRPL41",7.1908132490171
"MARK4",7.08382895145291
"ULK4",3.71837638766678
"HPSE",4.93059724083506
"PRDX3",10.1865197638637
"RP11-209A2.1",7.00367158700717
"TNFRSF10B",9.24483299643383
"GUCA1B",3.75198098516781
"PRRC2A",5.36588966354204
"NETO2",3.44272174260857
"PTK2",8.12155639868049
"DHRS2",4.01928583573659
"ZNF12",5.89266811199721
"TRMT2A",4.03025696122301
"RGS12",3.04230018078677
"PRX",3.7695973183969
"PRDX4",7.55652860547865
"GBAS",8.31678350053828
"PIGF",7.29290847256672
"MCRS1",6.36277021891217
"PTPN2",4.0037020877008
"RAP2B",4.42051013654943
"SLC9A1",4.67907567035941
"NEUROG1",3.67916936262086
"TP53TG1",5.65792560811457
"ZFYVE21",6.8686340982563
"SCAMP1",7.56966597795599
"TRMT5",10.4874872849702
"ADAMTS5",5.3688000030471
"PTPRO",13.0417438685662
"CCNC",7.67727994192715
"IL1B",4.38189819426745
"XPOT",6.68468776486991
"EPHB4",6.79134730033043
"HEMK1",5.28790678417162
"SLC11A1",3.8138549727473
"SIRT1",5.48938142307024
"CPOX",4.76126695329274
"LGALS1",8.71269988517767
"HAUS2",7.14133287310726
"TNS4",4.10167504380012
"KDM5C",5.70242448434208
"IGLC1",2.84467464139556
"VRK2",7.24880503219247
"ZBTB38",6.55861005045783
"MAOA",10.1025427461918
"MEF2C",5.3406255026845
"PLP2",7.97136307250326
"STX16",5.60434977209743
"BARD1",4.78369068424795
"AZIN1",7.31768447465659
"AP4S1",4.66837125518894
"VKORC1",7.32550652465848
"CXCL10",5.08620604536837
"NCAM1",2.95703412779912
"SNX13",7.26833640113606
"PRMT2",4.96471696717813
"CCSER2",7.04325965360869
"TRAPPC9",5.50033713205412
"HPS6",4.70082676660203
"DKK2",2.58567742516783
"TOMM22",8.26426215875637
"TLE4",4.77342013263984
"CAPN5",5.78855867801552
"SECISBP2L",8.02082298219638
"BET1",7.38434749912408
"MIER2",3.56061134377506
"CCHCR1",4.56365989400691
"CP",4.9480933877631
"HDAC2",7.48049697488217
"INPP1",6.39315902618742
"COPS8",6.06622300284065
"SYNPO",6.30731653488401
"NFYA",6.78524254226992
"GTPBP2",4.33432030446783
"HNMT",7.92714463051536
"EMG1",7.02184138197513
"KIR3DL1 /// KIR3DL2",3.28197802234313
"LIN7C",8.46876002671939
"TFIP11",7.33269623148382
"FAM83E",3.44733298053274
"ZNF589",3.8883458616949
"LEPR /// LEPROT",5.42493734353779
"DSTNP2",8.13255212866785
"CGGBP1",8.92302136608581
"AVIL",5.8017758195887
"RWDD2A",4.94803271342198
"MIR4691 /// MIR7113 /// NDUFS8",5.8274874947224
"TUBA1A",9.35585404787683
"NR1D1 /// THRA",5.9517175182485
"PDXK",7.80317186776828
"CARS2",6.00333589123774
"FAM114A2",6.14017401500811
"NF2",6.82915683171096
"GMFB",8.36208434016662
"E4F1",5.28177373813426
"GCLM",4.49321244249787
"MFAP3",4.50702399569439
"FAM189B",4.13308475744883
"CHM",6.64124032808819
"DMXL1",7.10478969236782
"GSTP1",9.48031319688574
"ATM",5.64547468325431
"FAM96B",8.05487832400368
"CHST8",4.0052314731474
"DENR",4.56337811504493
"PPFIBP1",8.36593561656209
"SEC13",9.18414625938204
"PQLC2",4.1432014959422
"IVNS1ABP",8.33709163319659
"MLH1",6.51808197130404
"CELF2",5.50566281823584
"C14orf105",7.7039529556362
"DDOST",8.31180851488344
"STRA6",3.39313105833737
"MYCN",5.26237312520886
"MEA1",7.96243018770822
"CSTF1",5.91124124883387
"LRCH4 /// SAP25",6.36967170650837
"GFM1",5.7417206631847
"VAV2",5.45886642507686
"HGF",3.57621680207279
"GSTO1",9.0480362558795
"SUPT20H",7.97768673362737
"RTN4",9.80843843949772
"LY6G6C",3.96304310267233
"RPS20 /// SNORD54",8.9484298505339
"CLCN1",3.81537017425762
"FBXO22",5.54253710505851
"SAV1",5.91943804397141
"CTNNA1",7.21246351506847
"AGO2 /// CASC7 /// CASC7 /// DQ574852",6.05351034351513
"NUP188",3.19582387312551
"TRA2B",8.51895330406477
"TMED9",6.53495700545996
"CALCRL",5.11332330638781
"CLN8",5.34276898299252
"KDM4C",5.21993285485708
"MOB1A",8.17216771750853
"MIS18BP1",5.73429964856594
"KPNA2",7.07346978654322
"DEF8",6.2630811889973
"C11orf71",6.72484068006996
"NDUFAF5",3.46786975307571
"C6orf211",7.91993461074773
"ZNF34",4.30194313961823
"SEPT8",6.17558155518967
"FASN",4.4701048296858
"GPATCH4",5.1003217537105
"NHP2P2 /// NHP2P2",6.00885900376332
"RIPK2",5.80889640928156
"PQLC3",4.71410274170222
"ATP5G3",7.94789967658803
"HEXA",8.00747475061637
"ARHGAP35",7.77369695008346
"RPS17P5 /// RPS17P5",5.46431411818568
"STK38L",8.16812390474642
"PCGF3",4.81842684153605
"CCDC91",5.82893911546987
"BZW1",9.20644302077484
"SH3BP1",3.98627499322701
"DRAP1",6.70494462001293
"MRPL33",8.66018662858795
"SCP2",8.68998192952791
"MIR1204 /// PVT1",4.15950691654098
"VAMP3",9.08893882570614
"MAPK1IP1L",8.57487686698545
"HTT",4.35156446467158
"AGPAT1",7.86027888746004
"PRUNE",7.00532709029118
"DGKH",3.44503678243992
"EEF1DP5 /// EEF1DP5",5.11894634382518
"FAM105A",3.17489861559727
"MR1",3.23051840852078
"KCNIP2",4.20121824339116
"GALNT1",7.54315490431038
"MYO9B",6.93131233397187
"TXNL4A",6.43626938276048
"MINK1",5.61269689940151
"ZNF330",6.19147625556093
"MED25",3.91788728870602
"NOX3",2.66571529833625
"MIF",9.48053806574571
"BTF3P12 /// BTF3P12",3.91259467256919
"POLR1D",6.78917252219275
"FOXK2",6.78147448573016
"NFKBIB",5.77463744096583
"ZNF446",5.31828921581395
"DDX49",5.74327031614224
"RANBP3",6.08294388947878
"RBMS2",6.29080965767814
"FBRS",5.12313532682118
"STS",5.23818568646014
"RRN3 /// RRN3P1 /// RRN3P2",4.97196773050665
"MIR943 /// NELFA",7.12156951450041
"MED8",7.88565255824567
"ADO",7.18447678303594
"RPL15",7.16530556786419
"MIR6716 /// PHLDB1",5.91852291836717
"ERICH1",5.33723478469441
"TMOD2",2.91941574422178
"VAMP7",7.85321024645867
"FGD2",4.11468875418955
"EIF3I",7.78318796720044
"ST7L",4.76592421475936
"SLC5A2",5.79612700976559
"UQCRFS1",9.48349640875424
"PACS1",7.7095439675579
"IGHA1 /// IGHG1 /// IGHM",4.18443680795529
"CNOT4",3.66723006713381
"LOC101927705 /// P4HA2",5.9637320206355
"CSNK1E /// CSNK1E",5.10455667405174
"HIST1H1T",4.11699874141541
"FZD1",6.61219007271452
"LY6G5C",3.89790829127694
"DPP3",5.39340547237971
"KRIT1",4.63977142258567
"SYPL1",8.36170517324699
"ADCY2",2.71341693877847
"RBM3",8.52333579423367
"ACTR1A",8.46184096545916
"JUND",10.2243817380029
"CENPBD1P1",4.99750146934726
"UTP20",4.44081950989574
